# subscribed links TSV file

type	TravelKeywords

type	TravelSight	name	city	address	link	image	star	description	ticket	traffic

data	TravelKeywords	TK001	旅游	游玩	周边旅游	景点	门票	攻略	游记	介绍	周边游

data	TravelSight	TRS000000	长白山高原冰雪运动训练基地	长白山		http://destguides.ctrip.com/china/changbaishan/sight10000/	http://destpic.ctrip.com/Resources/China/changbaishan/image/s_cbsbxyd.jpg	一星	位于长白山自然保护区的原始森林中，海拔1700米左右，气温常...	滑雪门票100元 室内温泉20元 室外温泉10元	从延吉、白河、安图等地都有汽车可到。	长白山高原冰雪运动训练基地
data	TravelSight	TRS000001	松花江	吉林		http://destguides.ctrip.com/china/jilinshi/sight10003/	http://destpic.ctrip.com/Resources/China/jilinshi/image/s_songhuajiang.jpg	四星	黑龙江在中国境内的最大支流。由嫩江和第二松花江汇合而成。满州...			松花江
data	TravelSight	TRS000002	长白瀑布群	长白山		http://destguides.ctrip.com/china/changbaishan/sight10004/	http://destpic.ctrip.com/Resources/China/changbaishan/image/pobu(tianch).jpg	一星	长白山天池乃三江之源头 长白山天池乃三江之源头，水流湍急，水...			长白瀑布群
data	TravelSight	TRS000003	戒台寺	北京		http://destguides.ctrip.com/china/beijing/sight10016/	http://destpic.ctrip.com/Resources/China/beijing/image/s_jts.jpg	三星	戒台寺位于门头沟区的马鞍山麓，距京城35公里，离区政府11公...	35元，70岁以上老人15元。	天安门西旅游集散中心乘旅游专线车可达戒台寺，或坐地铁、921...	戒台寺
data	TravelSight	TRS000004	黑龙潭	北京		http://destguides.ctrip.com/china/beijing/sight10028/	http://destpic.ctrip.com/Resources/China/beijing/image/s_hlt.jpg	一星	黑龙潭坐落在密云县石城乡鹿皮关北面的一条全长4公里、水位落差...	36元，学生、老人7折。	宣武门巴士专线车；东直门汽车站980、987专线直达； 自驾...	黑龙潭
data	TravelSight	TRS000005	松山森林旅游区	北京		http://destguides.ctrip.com/china/beijing/sight10031/	http://destpic.ctrip.com/Resources/China/beijing/image/s_ssslgy.jpg	一星	松山森林旅游区为松山自然保护区的一部分，位于北京市延庆县西北...	门票50元，学生和70岁以上老年人25元。 开放时间：8:0...	从德胜门乘919路公共汽车到延庆县转车直达松山。	松山森林旅游区
data	TravelSight	TRS000006	黑风口	长白山		http://destguides.ctrip.com/china/changbaishan/sight10033/	http://destpic.ctrip.com/Resources/China/changbaishan/image/heifengkou.jpg	四星	沿北坡登山去天池，在不老峰东侧尾端和观景台中间，峭壁之上有一...			黑风口
data	TravelSight	TRS000007	云岫谷游猎风景区	北京		http://destguides.ctrip.com/china/beijing/sight10068/	http://destpic.ctrip.com/Resources/China/beijing/image/s_yyg.jpg	一星	云岫谷游猎风景区位于新城子遥桥峪，距北京132公里，这里自然...	20元	3-10月宣武门乘坐游16路可直达。 每日6:00由东直门长...	云岫谷游猎风景区
data	TravelSight	TRS000008	白塔	太原		http://destguides.ctrip.com/china/taiyuan/sight10097/	http://destpic.ctrip.com/Resources/China/taiyuan/image/s_tybt.jpg	一星	位于太谷县城内西南隅普慈寺内。该寺始创于晋泰始八年，原名无边...	4元		白塔
data	TravelSight	TRS000009	青龙峡	北京		http://destguides.ctrip.com/china/beijing/sight10107/	http://destpic.ctrip.com/Resources/China/beijing/image/s_qlx.jpg	四星	青龙峡是国家4A级景区、国家水利风景区。位于北京市怀柔区怀北...	成人票30元，学生票15元。另保险1元。 套票1：成人票55...	乘916路到怀柔后（距景区20公里），转城北2路或出租车到青...	青龙峡
data	TravelSight	TRS000010	龙泉山	余姚		http://destguides.ctrip.com/china/yuyao/sight10108/	http://destpic.ctrip.com/Resources/China/yuyao/image/lqs.jpg	四星	龙泉山又称灵绪山、屿山，现已辟为公园。位于余姚市中心偏西。虽...	免费。	就在余姚城内，可步行或乘三轮车前往。	龙泉山
data	TravelSight	TRS000011	白水冲瀑布	余姚		http://destguides.ctrip.com/china/yuyao/sight10109/		四星	白水冲又称瀑布岭。在余姚市区南30公里。山有瀑布，瀑下有潭。...			白水冲瀑布
data	TravelSight	TRS000012	河姆渡遗址	余姚		http://destguides.ctrip.com/china/yuyao/sight10110/	http://destpic.ctrip.com/Resources/China/yuyao/image/yizhi_2.jpg	四星	河姆渡遗址，为全国重点文物保护单位，位于杭州湾南岸、余姚市河...			河姆渡遗址
data	TravelSight	TRS000013	阳明故居	余姚		http://destguides.ctrip.com/china/yuyao/sight10111/		一星	阳明故居位于城区武胜门路，是明代著名思想家王阳明的故居，有先...			阳明故居
data	TravelSight	TRS000014	四明山烈士纪念碑	余姚		http://destguides.ctrip.com/china/yuyao/sight10112/		一星	四明山烈士纪念碑，在余姚市梁弄镇四明湖畔的狮子山上。为纪念抗...			四明山烈士纪念碑
data	TravelSight	TRS000015	中共浙东区委旧址	余姚		http://destguides.ctrip.com/china/yuyao/sight10113/		一星	中共浙东区委旧址，在余姚市梁弄镇横堪头。中国共产党浙东区委员...			中共浙东区委旧址
data	TravelSight	TRS000016	黄宗羲墓	余姚		http://destguides.ctrip.com/china/yuyao/sight10114/		一星	黄宗羲墓在余姚市化安山陆岙。黄宗羲（1610一1695），明...			黄宗羲墓
data	TravelSight	TRS000017	渚山饮马	余姚		http://destguides.ctrip.com/china/yuyao/sight10115/		三星	渚山饮马，位于渚马镇。因公元前210年秦始皇第五次南巡到此“...			渚山饮马
data	TravelSight	TRS000018	穴湖映梅	余姚		http://destguides.ctrip.com/china/yuyao/sight10116/		一星	穴湖映梅在城区3公里处，三面环山，山上遍植余姚特产杨梅。仲夏...			穴湖映梅
data	TravelSight	TRS000019	红岗劲松	余姚		http://destguides.ctrip.com/china/yuyao/sight10117/		一星	红岗劲松位于梁弄镇。这里近代重要遗迹众多，有浙东区党委旧址，...			红岗劲松
data	TravelSight	TRS000020	四明湖	余姚		http://destguides.ctrip.com/china/yuyao/sight10118/	http://destpic.ctrip.com/Resources/China/yuyao/image/smhs.jpg	四星	位于四明山北部余姚市梁弄镇，距市区10余公里，景色秀丽，碧波...	38元	余姚市区乘101、102、202路车到汽车南站转乘往梁弄方向...	四明湖
data	TravelSight	TRS000021	南雷雁湖	余姚		http://destguides.ctrip.com/china/yuyao/sight10119/		三星	南雷雁湖，指梁辉水库一带风景。梁辉水库雅称“雁燕湖”，离城区...			南雷雁湖
data	TravelSight	TRS000022	胜归石窟	余姚		http://destguides.ctrip.com/china/yuyao/sight10120/		三星	胜归石窟位于城区北面，相传东晋大将刘牢之战胜孙庸归来屯兵山上...	5元 7：00--16：30		胜归石窟
data	TravelSight	TRS000023	响水湖	北京		http://destguides.ctrip.com/china/beijing/sight10157/	http://destpic.ctrip.com/Resources/China/beijing/image/s_xsh.jpg	一星	响水湖位于怀柔慕田峪长城西部，距城区28公里，总面积18平方...	20元	北京东直门坐916路车到龙山宾馆下车，转乘到大榛峪班车到景区...	响水湖
data	TravelSight	TRS000024	河姆渡遗址博物馆	余姚		http://destguides.ctrip.com/china/yuyao/sight10251/	http://destpic.ctrip.com/Resources/China/yuyao/image/hemudu_2.jpg	五星	河姆渡遗址博物馆，馆名由前国家主席江泽民亲笔题写，位于河姆渡...	免费 3月到11月：8：00-17：00，12月到2月：8：...		河姆渡遗址博物馆
data	TravelSight	TRS000025	河姆渡古村落	余姚		http://destguides.ctrip.com/china/yuyao/sight10252/		四星	仿造再现的河姆渡古村落，位于河姆渡村，距余姚约２５公里。展示...			河姆渡古村落
data	TravelSight	TRS000026	仙女台	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10293/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_xntai.jpg	一星	位于仙女峰巅西侧的石崖上，凌空平长出一截薄薄的板石，此石长8...			仙女台
data	TravelSight	TRS000027	樟州湾	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10294/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_zzwan.jpg	二星	樟州湾，别名小湾，地处大乌石塘旁，位于大洞岙东偏北约千米处，...		详见乌石塘景区交通	樟州湾
data	TravelSight	TRS000028	乌石塘景区	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10295/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_wstang.jpg	四星	在朱家尖岛中心镇大洞岙东的樟州湾西岸、南岸，环卧着两条“乌龙...	30元	从朱家尖（大洞岙）汽车站有公交车去乌石塘，仅10分钟车程。如...	乌石塘景区
data	TravelSight	TRS000029	情人岛	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10296/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_qrdao.jpg	四星	情人岛原名后门山，位于朱家尖岛中部东侧，海岸距南沙与东沙之间...	50元	情人岛距离南沙仅150米，步行即可。	情人岛
data	TravelSight	TRS000030	南沙	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10297/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_nsha.jpg	五星	南沙位于十里金沙景区的中心，沙滩质地优越，沙粒纯净细腻，沙滩...	门票：白天60元（不含南沙浴场冲淋费5元）；晚上30元 开放...	打车：沈家门到南沙30元（司机一般会开价40、50元，要还价...	南沙
data	TravelSight	TRS000031	国际沙雕艺术广场	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10298/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_sdgjgc.jpg	三星	位南沙风景区的中心位置，是举办舟山国际沙雕艺术节的主要场地。...		交通详见南沙景区之交通	国际沙雕艺术广场
data	TravelSight	TRS000032	龙洞	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10299/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_ld.jpg	一星	龙洞位于南沙与东沙之间的后门山崖间，潮退时可从滩前涉足而过。...			龙洞
data	TravelSight	TRS000033	南沙“内蒙角”	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10307/		三星	风光秀丽的朱家尖南沙景区，近年来构建起一个“内蒙角”，为一位...		交通详见南沙景区之交通	南沙“内蒙角”
data	TravelSight	TRS000034	南沙海滨广场	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10308/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_nshbgc.jpg	三星	海滨广场位于南沙沙滩入口，是南沙景点的标志性建筑物。广场建造...		交通详见南沙景区之交通	南沙海滨广场
data	TravelSight	TRS000035	十里金沙垂钓园	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10309/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_cdyuan.jpg	二星	十里金沙景区的“十里金沙垂钓园”是朱家尖风景旅游开发特色项目...		景区交通以南沙为中心，详见南沙景区交通	十里金沙垂钓园
data	TravelSight	TRS000036	天堂弄	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10311/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_ttnong.jpg	二星	从仙女台折往仙女峰的峡谷间，有两块长方形巨石相对壁立，其间形...			天堂弄
data	TravelSight	TRS000037	千丈崖	朱家尖岛		http://destguides.ctrip.com/china/zhujiajian/sight10312/	http://destpic.ctrip.com/Resources/China/zhujiajian/image/s_qzya.jpg	三星	千丈崖又称千丈云崖，在仙女峰西北约百多米处，西南傍天缝台，南...		详见观音文化苑之交通	千丈崖
